cells,sample_id,group_id
cy79_p3_CD45_neg_PDL1_neg_D08_S236_comb,Mel79,treatment_naive
cy78_CD45_neg_1_B12_S504_comb,Mel78,ICB_treated
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C11_S131_comb,Mel79,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E06_S54_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_pos_D10_S718_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_E06_S342_comb,Mel79,treatment_naive
Cy81_Bulk_CD45_E06_S150_comb,Mel81,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_H11_S287_comb,Mel79,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A08_S8_comb,Mel79,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_A03_S3_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_F02_S254_comb,Mel79,treatment_naive
cy79_p4_CD45_neg_PDL1_neg_H02_S1142_comb,Mel79,treatment_naive
cy78_CD45_neg_2_A10_S586_comb,Mel78,ICB_treated
cy79_p4_CD45_neg_PDL1_pos_B09_S405_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_pos_B11_S695_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_pos_G08_S752_comb,Mel79,treatment_naive
Cy71_CD45_C10_S514_comb,Mel71,treatment_naive
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H12_S192_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_neg_H08_S860_comb,Mel79,treatment_naive
cy78_CD45_neg_3_F10_S742_comb,Mel78,ICB_treated
cy53_1_CD45_neg_F08_S356_comb,Mel53,treatment_naive
Cy71_CD45_C02_S506_comb,Mel71,treatment_naive
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H06_S186_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_D07_S235_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_A03_S291_comb,Mel79,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_C09_S33_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_D05_S233_comb,Mel79,treatment_naive
cy78_CD45_neg_3_A09_S681_comb,Mel78,ICB_treated
cy78_CD45_neg_1_A06_S486_comb,Mel78,ICB_treated
cy79_p4_CD45_neg_PDL1_pos_E07_S439_comb,Mel79,treatment_naive
Cy71_CD45_F08_S548_comb,Mel71,treatment_naive
cy79_p4_CD45_neg_PDL1_pos_A05_S389_comb,Mel79,treatment_naive
cy78_CD45_neg_1_F11_S551_comb,Mel78,ICB_treated
cy80_CD45_neg_C11_S899_comb,Mel80,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_E02_S338_comb,Mel79,treatment_naive
Cy71_CD45_C04_S508_comb,Mel71,treatment_naive
CY88_3_F08_S644_comb,Mel88,ICB_treated
cy79_p3_CD45_neg_PDL1_neg_E12_S252_comb,Mel79,treatment_naive
Cy81_FNA_CD45_D11_S335_comb,Mel81,treatment_naive
cy80_CD45_neg_C07_S895_comb,Mel80,treatment_naive
CY88_5_D12_S720_comb,Mel88,ICB_treated
cy79_p5_CD45_neg_PDL1_pos_A08_S680_comb,Mel79,treatment_naive
Cy71_CD45_H04_S568_comb,Mel71,treatment_naive
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H08_S188_comb,Mel79,treatment_naive
Cy81_FNA_CD45_C10_S322_comb,Mel81,treatment_naive
cy84_Primary_CD45_neg_H07_S1051_comb,Mel84,treatment_naive
cy79_p4_CD45_neg_PDL1_pos_B01_S397_comb,Mel79,treatment_naive
Cy71_CD45_D01_S517_comb,Mel71,treatment_naive
cy79_p4_CD45_neg_PDL1_pos_G01_S457_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_pos_F07_S739_comb,Mel79,treatment_naive
cy79_p4_CD45_neg_PDL1_pos_F08_S452_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_neg_F09_S837_comb,Mel79,treatment_naive
CY89NEG_C02_S26_comb,Mel89,treatment_naive
cy81_Bulk_CD45_neg_E11_S155_comb,Mel81,treatment_naive
cy80_CD45_neg_B02_S878_comb,Mel80,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_B10_S214_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_B08_S212_comb,Mel79,treatment_naive
cy94_cd45neg_cd90pos_C09_S321_comb,Mel94,ICB_treated
cy79_p4_CD45_neg_PDL1_pos_E04_S436_comb,Mel79,treatment_naive
Cy71_CD45_B09_S501_comb,Mel71,treatment_naive
CY89NEG_H01_S85_comb,Mel89,treatment_naive
cy79_p5_CD45_neg_PDL1_pos_E12_S732_comb,Mel79,treatment_naive
CY88_5_E11_S731_comb,Mel88,ICB_treated
cy80_CD45_neg_B12_S888_comb,Mel80,treatment_naive
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_A04_S100_comb,Mel79,treatment_naive
CY89CORE11_A07_S103_comb,Mel89,treatment_naive
cy79_p4_CD45_neg_PDL1_neg_D10_S1102_comb,Mel79,treatment_naive
cy81_FNA_CD45_neg_C07_S991_comb,Mel81,treatment_naive
cy78_CD45_neg_3_A03_S675_comb,Mel78,ICB_treated
Cy81_Bulk_CD45_G06_S174_comb,Mel81,treatment_naive
Cy71_CD45_H11_S575_comb,Mel71,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_D01_S37_comb,Mel79,treatment_naive
cy94_cd45neg_cd90pos_D05_S329_comb,Mel94,ICB_treated
cy53_1_CD45_neg_B06_S306_comb,Mel53,treatment_naive
CY88_3_A04_S580_comb,Mel88,ICB_treated
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_C07_S31_comb,Mel79,treatment_naive
Cy71_CD45_D06_S522_comb,Mel71,treatment_naive
CY89NEG_B08_S20_comb,Mel89,treatment_naive
CY88_5_G08_S752_comb,Mel88,ICB_treated
cy53_1_CD45_neg_G03_S363_comb,Mel53,treatment_naive
CY88_5_C11_S707_comb,Mel88,ICB_treated
CY88_5_A10_S682_comb,Mel88,ICB_treated
cy79_p4_CD45_neg_PDL1_neg_G11_S1139_comb,Mel79,treatment_naive
cy78_CD45_neg_1_C07_S511_comb,Mel78,ICB_treated
CY89CORE11_E04_S148_comb,Mel89,treatment_naive
cy80_CD45_neg_B10_S886_comb,Mel80,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C02_S314_comb,Mel79,treatment_naive
CY88_5_D04_S712_comb,Mel88,ICB_treated
Cy80_II_CD45_C08_S896_comb,Mel80,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G12_S372_comb,Mel79,treatment_naive
cy80_CD45_neg_A07_S871_comb,Mel80,treatment_naive
Cy71_CD45_H01_S565_comb,Mel71,treatment_naive
cy78_CD45_neg_3_D06_S714_comb,Mel78,ICB_treated
cy78_CD45_neg_3_C10_S706_comb,Mel78,ICB_treated
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_F12_S360_comb,Mel79,treatment_naive
cy80_CD45_neg_E04_S916_comb,Mel80,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_E10_S346_comb,Mel79,treatment_naive
Cy81_FNA_CD45_E01_S337_comb,Mel81,treatment_naive
CY89CORE11_H03_S183_comb,Mel89,treatment_naive
CY88_5_B04_S688_comb,Mel88,ICB_treated
Cy71_CD45_B10_S502_comb,Mel71,treatment_naive
CY88_3_H03_S663_comb,Mel88,ICB_treated
CY89NEG_H10_S94_comb,Mel89,treatment_naive
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H10_S190_comb,Mel79,treatment_naive
Cy81_Bulk_CD45_D12_S144_comb,Mel81,treatment_naive
cy78_CD45_neg_3_C03_S699_comb,Mel78,ICB_treated
cy78_CD45_neg_3_H08_S764_comb,Mel78,ICB_treated
cy53_1_CD45_neg_A07_S295_comb,Mel53,treatment_naive
cy79_p4_CD45_neg_PDL1_pos_B04_S400_comb,Mel79,treatment_naive
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G10_S178_comb,Mel79,treatment_naive
CY89NEG_C08_S32_comb,Mel89,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_A02_S290_comb,Mel79,treatment_naive
Cy71_CD45_F05_S545_comb,Mel71,treatment_naive
cy81_Bulk_CD45_neg_D05_S137_comb,Mel81,treatment_naive
CY88_5_G12_S756_comb,Mel88,ICB_treated
CY88_5_C07_S703_comb,Mel88,ICB_treated
cy80_CD45_neg_C01_S889_comb,Mel80,treatment_naive
cy81_Bulk_CD45_neg_E10_S154_comb,Mel81,treatment_naive
cy81_Bulk_CD45_neg_H11_S191_comb,Mel81,treatment_naive
cy79_p5_CD45_neg_PDL1_pos_H12_S768_comb,Mel79,treatment_naive
CY89CORE11_G10_S178_comb,Mel89,treatment_naive
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G03_S171_comb,Mel79,treatment_naive
CY89FNAQ2_G02_S458_comb,Mel89,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E03_S51_comb,Mel79,treatment_naive
CY88_5_H01_S757_comb,Mel88,ICB_treated
cy79_p4_CD45_neg_PDL1_neg_A04_S1060_comb,Mel79,treatment_naive
cy60_1_cd_45_neg_3_H06_S570_comb,Mel60,ICB_treated
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_G04_S76_comb,Mel79,treatment_naive
cy78_CD45_neg_3_B04_S688_comb,Mel78,ICB_treated
cy84_Primary_CD45_neg_A07_S967_comb,Mel84,treatment_naive
cy79_p4_CD45_neg_PDL1_neg_C05_S1085_comb,Mel79,treatment_naive
cy81_Bulk_CD45_neg_D10_S142_comb,Mel81,treatment_naive
cy53_1_CD45_neg_D05_S329_comb,Mel53,treatment_naive
cy79_p4_CD45_neg_PDL1_neg_B05_S1073_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_pos_D02_S710_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_G01_S265_comb,Mel79,treatment_naive
Cy81_Bulk_CD45_D11_S143_comb,Mel81,treatment_naive
CY89FNAQ2_H05_S473_comb,Mel89,treatment_naive
cy79_p4_CD45_neg_PDL1_neg_G09_S1137_comb,Mel79,treatment_naive
CY88_5_E08_S728_comb,Mel88,ICB_treated
cy84_Primary_CD45_neg_F05_S1025_comb,Mel84,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_B01_S13_comb,Mel79,treatment_naive
cy78_CD45_neg_3_A08_S680_comb,Mel78,ICB_treated
cy81_Bulk_CD45_neg_F02_S158_comb,Mel81,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D09_S333_comb,Mel79,treatment_naive
cy78_CD45_neg_3_F08_S740_comb,Mel78,ICB_treated
cy79_p5_CD45_neg_PDL1_neg_C12_S804_comb,Mel79,treatment_naive
Cy80_II_CD45_G03_S939_comb,Mel80,treatment_naive
CY88_5_C04_S700_comb,Mel88,ICB_treated
cy79_p4_CD45_neg_PDL1_neg_G05_S1133_comb,Mel79,treatment_naive
cy84_Primary_CD45_neg_H12_S1056_comb,Mel84,treatment_naive
cy79_p4_CD45_neg_PDL1_neg_E03_S1107_comb,Mel79,treatment_naive
cy78_CD45_neg_3_G06_S750_comb,Mel78,ICB_treated
cy81_FNA_CD45_neg_G07_S1039_comb,Mel81,treatment_naive
cy80_CD45_neg_A12_S876_comb,Mel80,treatment_naive
cy78_CD45_neg_3_E10_S730_comb,Mel78,ICB_treated
cy81_FNA_CD45_neg_G05_S1037_comb,Mel81,treatment_naive
cy79_p5_CD45_neg_PDL1_neg_G02_S842_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_C04_S220_comb,Mel79,treatment_naive
cy53_1_CD45_neg_H11_S383_comb,Mel53,treatment_naive
cy81_Bulk_CD45_neg_H03_S183_comb,Mel81,treatment_naive
cy79_p5_CD45_neg_PDL1_neg_A10_S778_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_F11_S263_comb,Mel79,treatment_naive
cy79_p4_CD45_neg_PDL1_pos_E06_S438_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_neg_H12_S864_comb,Mel79,treatment_naive
Cy71_CD45_C03_S507_comb,Mel71,treatment_naive
cy60_1_cd_45_neg_3_G10_S562_comb,Mel60,ICB_treated
cy79_p4_CD45_neg_PDL1_pos_F05_S449_comb,Mel79,treatment_naive
Cy71_CD45_H08_S572_comb,Mel71,treatment_naive
cy78_CD45_neg_1_G01_S553_comb,Mel78,ICB_treated
cy79_p5_CD45_neg_PDL1_pos_H02_S758_comb,Mel79,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_B05_S17_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_pos_G10_S754_comb,Mel79,treatment_naive
CY89NEG_G05_S77_comb,Mel89,treatment_naive
Cy81_FNA_CD45_B12_S312_comb,Mel81,treatment_naive
Cy81_FNA_CD45_H04_S376_comb,Mel81,treatment_naive
CY89CORE11_G11_S179_comb,Mel89,treatment_naive
CY89CORE11_B07_S115_comb,Mel89,treatment_naive
cy60_1_cd_45_neg_1_D07_S235_comb,Mel60,ICB_treated
cy79_p3_CD45_neg_PDL1_neg_D01_S229_comb,Mel79,treatment_naive
cy78_CD45_neg_3_B11_S695_comb,Mel78,ICB_treated
Cy81_Bulk_CD45_D04_S136_comb,Mel81,treatment_naive
Cy81_FNA_CD45_H08_S380_comb,Mel81,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_D12_S48_comb,Mel79,treatment_naive
Cy71_CD45_B11_S503_comb,Mel71,treatment_naive
CY89CORE11_D03_S135_comb,Mel89,treatment_naive
Cy71_CD45_H02_S566_comb,Mel71,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_E02_S242_comb,Mel79,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_D08_S44_comb,Mel79,treatment_naive
CY89CORE11_D04_S136_comb,Mel89,treatment_naive
CY88_5_C10_S706_comb,Mel88,ICB_treated
cy79_p4_CD45_neg_PDL1_pos_E09_S441_comb,Mel79,treatment_naive
cy79_p4_CD45_neg_PDL1_pos_D06_S426_comb,Mel79,treatment_naive
cy79_p4_CD45_neg_PDL1_pos_C07_S415_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_neg_E03_S819_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_pos_F06_S738_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_D11_S239_comb,Mel79,treatment_naive
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_B02_S110_comb,Mel79,treatment_naive
Cy80_II_CD45_C01_S889_comb,Mel80,treatment_naive
cy78_CD45_neg_1_F07_S547_comb,Mel78,ICB_treated
cy79_p4_CD45_neg_PDL1_pos_C09_S417_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_F10_S358_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_neg_H05_S857_comb,Mel79,treatment_naive
CY88_5_B05_S689_comb,Mel88,ICB_treated
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H02_S182_comb,Mel79,treatment_naive
CY89FNAQ2_F08_S452_comb,Mel89,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_A06_S294_comb,Mel79,treatment_naive
Cy71_CD45_G03_S555_comb,Mel71,treatment_naive
cy79_p4_CD45_neg_PDL1_pos_E11_S443_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_A12_S300_comb,Mel79,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_F09_S69_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G04_S364_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_neg_A03_S771_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_G05_S365_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_F05_S257_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_B09_S309_comb,Mel79,treatment_naive
Cy80_II_CD45_E12_S924_comb,Mel80,treatment_naive
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G06_S174_comb,Mel79,treatment_naive
cy80_CD45_neg_G06_S942_comb,Mel80,treatment_naive
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F09_S165_comb,Mel79,treatment_naive
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_A05_S101_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_neg_E06_S822_comb,Mel79,treatment_naive
Cy80_II_CD45_B08_S884_comb,Mel80,treatment_naive
cy79_p5_CD45_neg_PDL1_pos_E02_S722_comb,Mel79,treatment_naive
Cy80_II_CD45_E06_S918_comb,Mel80,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_C06_S318_comb,Mel79,treatment_naive
CY88_3_E06_S630_comb,Mel88,ICB_treated
Cy71_CD45_E08_S536_comb,Mel71,treatment_naive
cy78_CD45_neg_1_C03_S507_comb,Mel78,ICB_treated
cy80_CD45_neg_G09_S945_comb,Mel80,treatment_naive
CY89NEG_E04_S52_comb,Mel89,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_C11_S35_comb,Mel79,treatment_naive
cy79_p4_CD45_neg_PDL1_neg_F11_S1127_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_B07_S307_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_D12_S240_comb,Mel79,treatment_naive
Cy71_CD45_B06_S498_comb,Mel71,treatment_naive
CY88_3_A01_S577_comb,Mel88,ICB_treated
cy79_p5_CD45_neg_PDL1_neg_D07_S811_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_pos_D03_S711_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_neg_B11_S791_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_pos_E07_S727_comb,Mel79,treatment_naive
cy78_CD45_neg_1_D06_S522_comb,Mel78,ICB_treated
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D12_S336_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_B01_S205_comb,Mel79,treatment_naive
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_C10_S130_comb,Mel79,treatment_naive
CY84_PRIM_POS_ALL_6_E04_S436_comb,Mel84,treatment_naive
cy81_FNA_CD45_neg_B07_S979_comb,Mel81,treatment_naive
cy78_CD45_neg_3_F11_S743_comb,Mel78,ICB_treated
CY89NEG_D08_S44_comb,Mel89,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_F08_S68_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_pos_C12_S708_comb,Mel79,treatment_naive
CY88_5_H11_S767_comb,Mel88,ICB_treated
cy79_p4_CD45_neg_PDL1_neg_B01_S1069_comb,Mel79,treatment_naive
CY89FNAQ2_C08_S416_comb,Mel89,treatment_naive
CY89CORE11_E08_S152_comb,Mel89,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_D06_S42_comb,Mel79,treatment_naive
CY89NEG_F12_S72_comb,Mel89,treatment_naive
CY89NEG_A08_S8_comb,Mel89,treatment_naive
cy79_p5_CD45_neg_PDL1_pos_H07_S763_comb,Mel79,treatment_naive
cy78_CD45_neg_3_A07_S679_comb,Mel78,ICB_treated
Cy80_II_CD45_A02_S866_comb,Mel80,treatment_naive
cy80_CD45_neg_F11_S935_comb,Mel80,treatment_naive
Cy80_II_CD45_D07_S907_comb,Mel80,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_E07_S55_comb,Mel79,treatment_naive
CY89CORE11_G05_S173_comb,Mel89,treatment_naive
cy79_p4_CD45_neg_PDL1_pos_E03_S435_comb,Mel79,treatment_naive
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_G11_S179_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_E07_S343_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_C12_S228_comb,Mel79,treatment_naive
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F02_S158_comb,Mel79,treatment_naive
CY89NEG_G07_S79_comb,Mel89,treatment_naive
cy78_CD45_neg_1_H10_S574_comb,Mel78,ICB_treated
CY89CORE11_F06_S162_comb,Mel89,treatment_naive
CY88_5_E10_S730_comb,Mel88,ICB_treated
cy78_CD45_neg_1_G02_S554_comb,Mel78,ICB_treated
CY89NEG_F06_S66_comb,Mel89,treatment_naive
cy81_Bulk_CD45_neg_C01_S121_comb,Mel81,treatment_naive
Cy81_FNA_CD45_F10_S358_comb,Mel81,treatment_naive
cy80_CD45_neg_E09_S921_comb,Mel80,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_G05_S269_comb,Mel79,treatment_naive
CY88_5_G11_S755_comb,Mel88,ICB_treated
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_E05_S341_comb,Mel79,treatment_naive
CY89NEG_E10_S58_comb,Mel89,treatment_naive
CY89NEG_H12_S96_comb,Mel89,treatment_naive
cy80_CD45_neg_G08_S944_comb,Mel80,treatment_naive
Cy80_II_CD45_F10_S934_comb,Mel80,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_G10_S274_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_D02_S230_comb,Mel79,treatment_naive
CY88_5_D01_S709_comb,Mel88,ICB_treated
cy79_p4_CD45_neg_PDL1_neg_E05_S1109_comb,Mel79,treatment_naive
Cy80_II_CD45_D12_S912_comb,Mel80,treatment_naive
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_F10_S166_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_B12_S216_comb,Mel79,treatment_naive
cy81_Bulk_CD45_neg_A02_S98_comb,Mel81,treatment_naive
Cy71_CD45_A03_S483_comb,Mel71,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_C01_S25_comb,Mel79,treatment_naive
cy60_1_cd_45_neg_1_B11_S215_comb,Mel60,ICB_treated
CY89CORE11_C02_S122_comb,Mel89,treatment_naive
Cy81_FNA_CD45_C02_S314_comb,Mel81,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_A09_S201_comb,Mel79,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_H11_S383_comb,Mel79,treatment_naive
CY88_3_G04_S652_comb,Mel88,ICB_treated
CY89NEG_C04_S28_comb,Mel89,treatment_naive
Cy81_Bulk_CD45_E01_S145_comb,Mel81,treatment_naive
CY89CORE11_A10_S106_comb,Mel89,treatment_naive
CY88_5_H07_S763_comb,Mel88,ICB_treated
cy79_p4_CD45_neg_PDL1_pos_A09_S393_comb,Mel79,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_B11_S23_comb,Mel79,treatment_naive
CY88_3_F04_S640_comb,Mel88,ICB_treated
CY89NEG_G11_S83_comb,Mel89,treatment_naive
CY88_5_G10_S754_comb,Mel88,ICB_treated
CY88_5_C03_S699_comb,Mel88,ICB_treated
cy78_CD45_neg_3_A10_S682_comb,Mel78,ICB_treated
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_D04_S40_comb,Mel79,treatment_naive
cy79_p4_CD45_neg_PDL1_neg_F06_S1122_comb,Mel79,treatment_naive
cy78_CD45_neg_1_E09_S537_comb,Mel78,ICB_treated
CY88_3_E11_S635_comb,Mel88,ICB_treated
Cy80_II_CD45_C04_S892_comb,Mel80,treatment_naive
cy79_p4_CD45_neg_PDL1_neg_D02_S1094_comb,Mel79,treatment_naive
Cy81_Bulk_CD45_C11_S131_comb,Mel81,treatment_naive
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_C02_S26_comb,Mel79,treatment_naive
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_D01_S133_comb,Mel79,treatment_naive
Cy71_CD45_B01_S493_comb,Mel71,treatment_naive
CY89COREQ1_A09_S297_comb,Mel89,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_A09_S297_comb,Mel79,treatment_naive
Cy71_CD45_E09_S537_comb,Mel71,treatment_naive
cy81_FNA_CD45_neg_C06_S990_comb,Mel81,treatment_naive
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H03_S183_comb,Mel79,treatment_naive
cy81_FNA_CD45_neg_H03_S1047_comb,Mel81,treatment_naive
Cy81_FNA_CD45_C07_S319_comb,Mel81,treatment_naive
cy78_CD45_neg_1_C04_S508_comb,Mel78,ICB_treated
Cy80_II_CD45_B10_S886_comb,Mel80,treatment_naive
cy78_CD45_neg_3_A04_S676_comb,Mel78,ICB_treated
Cy71_CD45_G12_S564_comb,Mel71,treatment_naive
cy78_CD45_neg_3_G12_S756_comb,Mel78,ICB_treated
CY88_5_F10_S742_comb,Mel88,ICB_treated
cy84_Primary_CD45_neg_D05_S1001_comb,Mel84,treatment_naive
cy79_p5_CD45_neg_PDL1_neg_G01_S841_comb,Mel79,treatment_naive
cy79_p1_CD45_neg_PDL1_neg_AS_C4_R1_H05_S185_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_pos_B05_S689_comb,Mel79,treatment_naive
CY88_5_B09_S693_comb,Mel88,ICB_treated
cy78_CD45_neg_3_E04_S724_comb,Mel78,ICB_treated
cy79_p1_CD45_neg_PDL1_pos_AS_C1_R1_F01_S61_comb,Mel79,treatment_naive
cy79_p5_CD45_neg_PDL1_pos_C07_S703_comb,Mel79,treatment_naive
cy79_p4_CD45_neg_PDL1_pos_C01_S409_comb,Mel79,treatment_naive
CY89FNAQ2_A09_S393_comb,Mel89,treatment_naive
CY88_3_G06_S654_comb,Mel88,ICB_treated
cy78_CD45_neg_3_H09_S765_comb,Mel78,ICB_treated
cy79_p4_CD45_neg_PDL1_pos_D10_S430_comb,Mel79,treatment_naive
cy81_Bulk_CD45_neg_E07_S151_comb,Mel81,treatment_naive
cy79_p5_CD45_neg_PDL1_pos_A10_S682_comb,Mel79,treatment_naive
CY88_3_B02_S590_comb,Mel88,ICB_treated
cy79_p5_CD45_neg_PDL1_neg_D04_S808_comb,Mel79,treatment_naive
cy82_CD45_neg_2_B02_S206_comb,Mel82,treatment_naive
cy78_CD45_neg_2_C08_S608_comb,Mel78,ICB_treated
cy79_p4_CD45_neg_PDL1_neg_G08_S1136_comb,Mel79,treatment_naive
cy78_CD45_neg_3_D02_S710_comb,Mel78,ICB_treated
cy60_1_cd_45_neg_3_H07_S571_comb,Mel60,ICB_treated
CY89FNAQ2_C11_S419_comb,Mel89,treatment_naive
cy79_p3_CD45_neg_PD1_pos_AS_C3_R1_D04_S328_comb,Mel79,treatment_naive
CY88_5_F08_S740_comb,Mel88,ICB_treated
Cy71_CD45_H07_S571_comb,Mel71,treatment_naive
cy79_p3_CD45_neg_PDL1_neg_A07_S199_comb,Mel79,treatment_naive
CY88_3_H12_S672_comb,Mel88,ICB_treated
CY88_3_D06_S618_comb,Mel88,ICB_treated
cy79_p5_CD45_neg_PDL1_neg_B04_S784_comb,Mel79,treatment_naive
Cy71_CD45_A04_S484_comb,Mel71,treatment_naive
