,beanie_pval,direction,robust,excluded_BRCA_41,excluded_BRCA_10,excluded_BRCA_12,excluded_BRCA_8,excluded_BRCA_40,excluded_BRCA_47,excluded_BRCA_36,excluded_BRCA_49,excluded_BRCA_1,excluded_BRCA_13,excluded_BRCA_42,excluded_BRCA_15,excluded_BRCA_18,excluded_BRCA_50,excluded_BRCA_35,excluded_BRCA_51,excluded_BRCA_37,excluded_BRCA_5,excluded_BRCA_2,excluded_BRCA_27,excluded_BRCA_33,excluded_BRCA_31,excluded_BRCA_20,excluded_BRCA_48,excluded_BRCA_34,excluded_BRCA_3,excluded_BRCA_29,excluded_BRCA_25
ONCOGENIC_HOXA9_DN.V1_UP,0.21316,anti_PD1,False,0.0,0.33333333333333337,0.6666666666666667,0.0,0.08333333333333334,3.583333333333333,0.25,0.5833333333333334,0.16666666666666669,1.5833333333333337,0.08333333333333334,8.0,0.5,0.0,3.083333333333333,0.0,2.2500000000000004,0.16666666666666669,1.9166666666666667,0.5833333333333334,0.25,0.4166666666666667,0.5833333333333334,0.5833333333333334,0.0,4.25,1.75,0.08333333333333334
ONCOGENIC_IL15_UP.V1_DN,0.28626999999999997,treatment_naive,False,1.0,3.5000000000000004,0.5,3.5000000000000004,0.0,0.0,0.5,1.0,2.0,3.5000000000000004,2.5,0.5,0.0,0.0,3.5000000000000004,2.0,1.5,0.5,12.0,9.0,0.0,0.0,6.5,0.0,8.5,0.0,2.0,0.0
ONCOGENIC_IL15_UP.V1_UP,0.9322,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_IL21_UP.V1_DN,0.9127200000000001,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_IL21_UP.V1_UP,0.87928,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_IL2_UP.V1_DN,0.03949,treatment_naive,False,0.925373134328358,0.925373134328358,0.20895522388059706,1.3731343283582091,1.0298507462686566,0.6567164179104478,1.2238805970149251,0.2835820895522388,1.2835820895522387,0.4626865671641791,0.9552238805970148,0.5522388059701492,0.5373134328358209,0.4328358208955223,1.1492537313432836,0.8507462686567163,0.7611940298507462,1.2686567164179103,0.9552238805970148,1.3283582089552235,0.14925373134328354,0.4328358208955223,1.3582089552238803,0.3134328358208955,0.9850746268656716,0.14925373134328354,0.4626865671641791,0.5223880597014925
ONCOGENIC_IL2_UP.V1_UP,0.60338,anti_PD1,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
ONCOGENIC_JAK2_DN.V1_DN,0.0572,treatment_naive,False,1.1694915254237288,0.22033898305084748,0.5084745762711864,0.6101694915254238,0.6101694915254238,0.7627118644067797,0.2711864406779661,0.7288135593220341,0.5423728813559322,1.3389830508474578,0.6949152542372882,0.0,1.2711864406779665,0.8474576271186441,1.1016949152542377,0.15254237288135594,1.288135593220339,1.5423728813559323,0.3728813559322034,0.5254237288135594,0.8644067796610171,1.5254237288135597,1.1186440677966103,0.2372881355932204,0.6779661016949153,1.1016949152542377,0.5932203389830508,0.7796610169491526
ONCOGENIC_JAK2_DN.V1_UP,0.85998,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_JNK_DN.V1_DN,0.08914,treatment_naive,False,2.6296296296296293,0.4074074074074074,1.5925925925925926,0.9629629629629628,1.7037037037037035,1.037037037037037,0.9259259259259258,1.037037037037037,0.7407407407407407,0.3703703703703704,1.037037037037037,0.2222222222222222,0.7407407407407407,0.9259259259259258,1.8148148148148149,1.111111111111111,0.7037037037037037,0.9629629629629628,1.074074074074074,2.6296296296296293,0.037037037037037035,0.2222222222222222,1.7407407407407405,0.1111111111111111,1.6296296296296295,0.4814814814814815,1.296296296296296,0.7777777777777777
ONCOGENIC_JNK_DN.V1_UP,0.99687,anti_PD1,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.300_UP.V1_DN,0.4231,anti_PD1,False,0.0,3.5000000000000004,1.5,0.0,0.0,0.5,0.0,0.5,1.5,0.5,0.5,0.0,12.5,1.0,0.0,0.0,2.5,1.5,0.0,0.0,0.5,0.0,3.0,1.0,2.0,0.0,0.0,9.5
ONCOGENIC_KRAS.300_UP.V1_UP,0.35548,treatment_naive,False,0.5,1.0,0.0,0.25,0.25,0.5,0.25,0.0,5.0,0.0,0.5,4.25,0.0,0.75,0.0,1.7500000000000002,0.0,0.0,3.25,4.75,0.0,0.0,4.0,0.25,1.7500000000000002,0.0,0.25,0.0
ONCOGENIC_KRAS.50_UP.V1_DN,0.4631,anti_PD1,False,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ONCOGENIC_KRAS.50_UP.V1_UP,0.7829,treatment_naive,False,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.600.LUNG.BREAST_UP.V1_DN,0.21974000000000002,treatment_naive,False,29.5,0.0,0.0,10.0,14.000000000000002,2.0,0.5,1.5,3.5000000000000004,12.0,10.0,11.5,0.5,2.5,4.0,8.0,0.0,1.0,13.5,28.5,0.0,6.5,6.5,0.0,4.5,0.0,3.0,0.5
ONCOGENIC_KRAS.600.LUNG.BREAST_UP.V1_UP,0.41005,anti_PD1,False,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ONCOGENIC_KRAS.600_UP.V1_DN,0.41351000000000004,anti_PD1,False,0.0,8.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,42.0,1.0,0.0,0.0,12.0,3.0,0.0,0.0,4.0,0.0,4.0,5.0,3.0,1.0,0.0,8.0
ONCOGENIC_KRAS.600_UP.V1_UP,0.9363600000000001,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.AMP.LUNG_UP.V1_DN,0.35496,treatment_naive,False,6.0,0.0,2.0,3.0,1.0,2.0,4.0,0.0,0.0,1.0,12.0,6.0,0.0,0.0,1.0,0.0,3.0,0.0,14.000000000000002,31.0,0.0,0.0,7.000000000000001,0.0,9.0,0.0,4.0,0.0
ONCOGENIC_KRAS.AMP.LUNG_UP.V1_UP,0.5425800000000001,treatment_naive,False,0.0,0.0,0.0,1.0,0.0,7.000000000000001,0.0,0.0,1.0,0.0,0.0,68.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ONCOGENIC_KRAS.BREAST_UP.V1_DN,0.09013,treatment_naive,False,2.117647058823529,0.6176470588235293,0.1176470588235294,1.9705882352941173,1.088235294117647,1.2941176470588234,0.1176470588235294,1.2647058823529411,1.2647058823529411,0.411764705882353,2.2058823529411757,0.2058823529411765,0.5882352941176471,0.1764705882352941,2.0,1.676470588235294,0.2058823529411765,1.2941176470588234,0.823529411764706,2.147058823529412,0.2647058823529411,0.2647058823529411,2.294117647058824,0.6176470588235293,1.647058823529412,0.3529411764705882,1.7647058823529411,0.05882352941176471
ONCOGENIC_KRAS.BREAST_UP.V1_UP,0.11304000000000002,anti_PD1,False,1.0625,2.0625,0.0625,2.25,2.8125,0.4375000000000001,3.0,0.25,0.75,2.0625,2.375,0.0,4.9375,1.5625,0.625,1.4375,1.0625,5.0625,0.125,0.8125,3.625,3.8125,0.1875,0.8750000000000001,2.1875,1.1875,0.625,1.6875
ONCOGENIC_KRAS.DF.V1_DN,0.21558000000000002,treatment_naive,False,1.5,2.0,5.0,0.5,1.0,1.5,16.0,0.0,4.0,1.5,12.0,0.0,15.5,1.0,7.000000000000001,0.0,14.000000000000002,5.0,1.5,14.499999999999998,0.0,0.0,13.0,0.0,12.5,0.0,10.0,0.0
ONCOGENIC_KRAS.DF.V1_UP,0.96416,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.KIDNEY_UP.V1_DN,0.67461,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ONCOGENIC_KRAS.KIDNEY_UP.V1_UP,0.36982,treatment_naive,False,1.3333333333333337,0.0,0.0,3.333333333333333,6.0,0.0,1.6666666666666667,0.0,25.333333333333336,0.0,0.33333333333333337,6.666666666666668,0.0,2.0,0.0,1.0,0.0,0.33333333333333337,2.333333333333333,11.333333333333336,0.0,0.0,6.0,0.0,0.6666666666666667,0.6666666666666667,0.0,0.0
ONCOGENIC_KRAS.LUNG.BREAST_UP.V1_DN,0.32076,treatment_naive,False,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
ONCOGENIC_KRAS.LUNG.BREAST_UP.V1_UP,0.08922000000000001,anti_PD1,False,0.2894736842105263,0.5789473684210527,0.34210526315789475,0.736842105263158,0.3947368421052632,0.5789473684210527,1.0789473684210529,0.7894736842105263,0.8684210526315791,2.1052631578947367,1.7631578947368425,0.13157894736842105,1.2894736842105263,1.5526315789473684,0.21052631578947367,0.4473684210526316,1.0,1.4999999999999998,0.5,1.0789473684210529,1.263157894736842,2.236842105263158,0.13157894736842105,0.34210526315789475,1.1052631578947367,1.7105263157894737,2.0,0.07894736842105263
ONCOGENIC_KRAS.LUNG_UP.V1_DN,0.90684,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_KRAS.LUNG_UP.V1_UP,0.61459,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_KRAS.PROSTATE_UP.V1_DN,0.60338,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
ONCOGENIC_KRAS.PROSTATE_UP.V1_UP,0.43163999999999997,treatment_naive,False,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_LEF1_UP.V1_DN,0.8325799999999999,anti_PD1,False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_LEF1_UP.V1_UP,0.49872,anti_PD1,False,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
ONCOGENIC_LTE2_UP.V1_DN,0.4796,anti_PD1,False,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_LTE2_UP.V1_UP,0.02623,treatment_naive,False,1.0,1.1492537313432836,1.4925373134328357,0.4179104477611941,1.164179104477612,0.16417910447761194,1.2238805970149251,0.582089552238806,1.3731343283582091,0.7910447761194029,1.343283582089552,0.02985074626865672,1.2238805970149251,0.7611940298507462,1.1791044776119404,0.8656716417910446,1.0746268656716418,0.4029850746268657,1.253731343283582,1.4626865671641789,0.22388059701492533,0.4776119402985074,1.4179104477611941,0.16417910447761194,1.208955223880597,0.7761194029850746,1.2686567164179103,0.34328358208955223
ONCOGENIC_MEK_UP.V1_DN,0.8353,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_MEK_UP.V1_UP,0.33443,treatment_naive,False,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
ONCOGENIC_MEL18_DN.V1_DN,0.9316399999999999,anti_PD1,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_MEL18_DN.V1_UP,0.36938000000000004,anti_PD1,False,0.0,7.000000000000001,0.0,16.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,13.0,1.0,0.0,3.0
ONCOGENIC_MTOR_UP.N4.V1_DN,0.020059999999999998,treatment_naive,False,0.3763440860215053,1.053763440860215,0.3655913978494624,1.075268817204301,1.075268817204301,0.6774193548387096,0.7526881720430106,0.913978494623656,1.075268817204301,0.4301075268817205,0.7634408602150536,0.13978494623655913,1.064516129032258,0.8172043010752688,0.8817204301075268,0.913978494623656,1.043010752688172,1.075268817204301,0.3333333333333333,1.075268817204301,0.8387096774193549,0.5161290322580645,1.075268817204301,0.4301075268817205,1.053763440860215,0.6989247311827956,0.6989247311827956,1.0
ONCOGENIC_MTOR_UP.N4.V1_UP,0.01992,anti_PD1,False,0.05952380952380953,1.0,0.2023809523809524,1.0357142857142858,0.4523809523809524,1.1904761904761905,0.011904761904761906,1.130952380952381,0.4761904761904762,1.0476190476190477,0.21428571428571427,1.1904761904761905,0.30952380952380953,0.7976190476190477,0.8809523809523809,0.03571428571428571,1.130952380952381,1.0833333333333337,0.5,0.6428571428571429,0.9285714285714286,0.33333333333333337,1.1666666666666667,0.7142857142857143,0.25,1.0833333333333337,0.25,1.0833333333333337
ONCOGENIC_MTOR_UP.V1_DN,0.75638,treatment_naive,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_MTOR_UP.V1_UP,0.5559,anti_PD1,False,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_MYC_UP.V1_DN,0.03242,treatment_naive,False,1.2278481012658229,0.4303797468354431,1.0886075949367089,0.7594936708860759,1.0506329113924051,0.7341772151898733,0.810126582278481,0.810126582278481,0.9240506329113924,0.810126582278481,1.0886075949367089,0.1139240506329114,0.9367088607594936,0.6835443037974683,1.1139240506329111,0.9873417721518988,0.8354430379746836,0.8607594936708861,1.139240506329114,1.2658227848101264,0.05063291139240506,0.5569620253164557,1.2025316455696202,0.21518987341772156,1.1898734177215189,0.34177215189873417,1.1139240506329111,0.26582278481012656
ONCOGENIC_MYC_UP.V1_UP,0.52544,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
ONCOGENIC_NFE2L2.V2,0.056429999999999994,anti_PD1,False,0.0,1.92156862745098,0.5294117647058824,1.2549019607843137,1.3333333333333337,0.7647058823529412,0.1764705882352941,1.6470588235294117,0.8823529411764706,0.6666666666666667,0.21568627450980396,1.7647058823529411,0.7843137254901961,0.7058823529411764,1.3333333333333337,0.19607843137254904,1.7254901960784317,0.8627450980392157,0.3529411764705882,0.13725490196078433,1.5882352941176472,1.2941176470588236,1.392156862745098,1.2156862745098038,1.3725490196078431,1.4705882352941175,1.5098039215686274,0.4901960784313725
ONCOGENIC_NOTCH_DN.V1_DN,0.46717,anti_PD1,False,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_NOTCH_DN.V1_UP,0.76764,treatment_naive,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_NRL_DN.V1_DN,0.34706,anti_PD1,False,0.0,5.5,0.5,0.0,0.0,14.499999999999998,0.0,0.5,0.0,3.5000000000000004,0.5,28.5,0.0,0.0,2.0,0.0,6.0,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.0,7.5,0.5,0.0
ONCOGENIC_NRL_DN.V1_UP,0.07306,treatment_naive,False,1.4666666666666668,0.4666666666666667,1.1666666666666667,0.6333333333333334,0.6333333333333334,1.4333333333333331,0.3,0.4666666666666667,1.3,1.3,2.1,0.0,2.5,0.4,1.9666666666666663,0.5666666666666668,0.5333333333333333,0.9666666666666668,1.4333333333333331,3.2,0.0,1.0,0.4666666666666667,0.03333333333333333,2.3666666666666667,0.7666666666666667,3.066666666666667,0.0
ONCOGENIC_P53_DN.V1_DN,0.40638,treatment_naive,False,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
ONCOGENIC_P53_DN.V1_UP,0.52369,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
ONCOGENIC_P53_DN.V2_DN,0.20801,anti_PD1,False,0.07142857142857142,1.857142857142857,0.5714285714285714,1.2142857142857142,0.857142857142857,3.0,3.0,0.35714285714285715,0.5,0.6428571428571428,1.714285714285714,0.21428571428571425,4.428571428571427,0.5,1.0714285714285714,0.21428571428571425,3.1428571428571432,1.857142857142857,0.4285714285714285,1.4285714285714286,0.7142857142857143,1.6428571428571428,0.6428571428571428,0.14285714285714285,2.642857142857143,0.7857142857142857,2.2857142857142856,0.35714285714285715
ONCOGENIC_P53_DN.V2_UP,0.03628,anti_PD1,False,0.13636363636363635,1.3636363636363635,1.0606060606060606,0.5606060606060606,0.6666666666666666,0.5,0.6363636363636364,0.8787878787878787,1.0,0.9696969696969696,0.5454545454545454,0.9848484848484848,0.6818181818181818,0.7727272727272727,0.8333333333333334,0.3484848484848485,1.3484848484848484,0.8787878787878787,0.3939393939393939,0.6363636363636364,1.1212121212121209,0.3333333333333333,1.424242424242424,1.3484848484848484,0.4090909090909091,1.4545454545454544,1.106060606060606,0.8181818181818182
ONCOGENIC_PDGF_ERK_DN.V1_DN,0.97624,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_PDGF_ERK_DN.V1_UP,0.81829,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PDGF_UP.V1_DN,0.52454,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
ONCOGENIC_PDGF_UP.V1_UP,0.47289,anti_PD1,False,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_PIGF_UP.V1_DN,0.55253,treatment_naive,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_PIGF_UP.V1_UP,0.5532600000000001,treatment_naive,False,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
ONCOGENIC_PKCA_DN.V1_DN,0.31947,anti_PD1,False,0.0,0.25,0.0,3.0,1.0,0.5,0.0,1.0,1.0,0.5,3.0,14.000000000000002,0.25,1.5,0.0,0.75,0.5,0.0,0.25,0.0,2.0,1.0,0.75,0.25,3.25,0.0,0.5,0.0
ONCOGENIC_PKCA_DN.V1_UP,0.67702,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PRC1_BMI_UP.V1_DN,0.90074,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_PRC1_BMI_UP.V1_UP,0.48463999999999996,treatment_naive,False,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
ONCOGENIC_PRC2_EED_UP.V1_DN,0.76698,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PRC2_EED_UP.V1_UP,0.1101,treatment_naive,False,1.1578947368421053,0.42105263157894735,0.736842105263158,2.263157894736842,2.526315789473684,0.7894736842105263,1.3157894736842106,0.3157894736842105,1.4210526315789471,0.8947368421052632,0.7894736842105263,0.0,1.631578947368421,1.0526315789473684,1.368421052631579,2.7894736842105265,1.263157894736842,1.0,0.05263157894736842,2.5789473684210527,1.368421052631579,0.3157894736842105,2.6842105263157894,0.5789473684210527,4.368421052631579,1.4210526315789471,0.6842105263157895,1.1052631578947367
ONCOGENIC_PRC2_EZH2_UP.V1_DN,0.48366000000000003,treatment_naive,False,10.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,0.0,19.0,0.0,0.0,1.0,0.0,0.0,2.0
ONCOGENIC_PRC2_EZH2_UP.V1_UP,0.2415,treatment_naive,False,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
ONCOGENIC_PRC2_SUZ12_UP.V1_DN,0.28919,treatment_naive,False,2.666666666666667,0.33333333333333337,4.0,0.0,0.6666666666666667,4.0,1.6666666666666667,0.0,0.33333333333333337,0.0,2.0,1.3333333333333337,0.33333333333333337,4.0,0.6666666666666667,0.33333333333333337,0.33333333333333337,0.0,4.333333333333334,6.333333333333334,0.0,10.666666666666668,0.0,0.33333333333333337,0.0,0.6666666666666667,0.0,0.6666666666666667
ONCOGENIC_PRC2_SUZ12_UP.V1_UP,0.88976,anti_PD1,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PTEN_DN.V1_DN,0.28549,anti_PD1,False,0.0,8.0,0.0,3.0,0.0,5.0,0.0,7.000000000000001,1.0,2.0,0.0,3.0,8.0,0.0,5.0,0.0,4.0,16.0,0.0,0.0,8.0,0.0,1.0,14.000000000000002,5.0,12.0,0.0,2.0
ONCOGENIC_PTEN_DN.V1_UP,0.4493,anti_PD1,False,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0
ONCOGENIC_PTEN_DN.V2_DN,0.14792,treatment_naive,False,3.0625,0.0,0.25,1.5625,0.8750000000000001,0.125,2.4375,0.0625,0.75,0.3125,3.5000000000000004,0.0,2.8125,0.0625,1.3125,0.125,0.8750000000000001,3.0625,0.3125,3.4375,0.0,0.8750000000000001,0.125,0.0,1.625,0.5625,1.1875,0.0625
ONCOGENIC_PTEN_DN.V2_UP,0.62063,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
