,beanie_pval,direction,robust,excluded_BRCA_4,excluded_BRCA_24,excluded_BRCA_10,excluded_BRCA_8,excluded_BRCA_47,excluded_BRCA_22,excluded_BRCA_49,excluded_BRCA_13,excluded_BRCA_18,excluded_BRCA_35,excluded_BRCA_37,excluded_BRCA_23,excluded_BRCA_2,excluded_BRCA_33,excluded_BRCA_20,excluded_BRCA_48,excluded_BRCA_3,excluded_BRCA_25,excluded_BRCA_7
ONCOGENIC_NRL_DN.V1_DN,0.00143,TNBC,False,1.0,0.82,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_NRL_DN.V1_UP,0.29428000000000004,ER+,False,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
ONCOGENIC_P53_DN.V1_DN,0.2739,TNBC,False,0.0,1.5,2.5,0.0,0.5,0.5,1.0,0.5,1.0,0.0,0.5,0.0,0.0,3.0,0.0,4.5,2.0,10.5,0.0
ONCOGENIC_P53_DN.V1_UP,0.07687999999999999,TNBC,False,1.761904761904762,0.2857142857142857,1.6666666666666663,0.9047619047619048,1.7142857142857142,0.2380952380952381,2.6190476190476195,2.333333333333333,0.2380952380952381,0.9523809523809524,1.6190476190476193,0.8095238095238096,0.047619047619047616,2.5238095238095237,0.2857142857142857,2.952380952380953,1.380952380952381,2.952380952380953,3.4285714285714284
ONCOGENIC_P53_DN.V2_DN,0.89238,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_P53_DN.V2_UP,0.9725,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_PDGF_ERK_DN.V1_DN,0.8857200000000001,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PDGF_ERK_DN.V1_UP,0.12978,TNBC,False,0.0,4.0625,0.3125,0.625,2.0,0.25,0.25,2.4375,0.375,1.3125,0.5625,0.625,0.25,0.5625,0.3125,0.375,1.375,0.5,0.5
ONCOGENIC_PDGF_UP.V1_DN,0.68695,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PDGF_UP.V1_UP,0.0815,TNBC,False,1.0588235294117645,1.8823529411764703,1.0294117647058822,0.9117647058823528,1.3823529411764703,0.1176470588235294,0.7058823529411764,0.32352941176470584,0.4411764705882352,0.8529411764705881,1.088235294117647,0.4411764705882352,0.6470588235294117,0.2647058823529411,0.7058823529411764,1.2647058823529411,1.7941176470588234,0.32352941176470584,0.029411764705882356
ONCOGENIC_PIGF_UP.V1_DN,0.02992,ER+,False,0.9863013698630136,0.2054794520547945,0.7123287671232877,0.6986301369863014,1.0,0.9589041095890408,1.1917808219178083,0.6301369863013699,1.136986301369863,1.0273972602739727,1.082191780821918,1.2465753424657535,1.178082191780822,0.5616438356164384,0.8356164383561644,0.4794520547945205,1.0136986301369864,0.6575342465753424,1.2054794520547945
ONCOGENIC_PIGF_UP.V1_UP,2e-05,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PKCA_DN.V1_DN,0.0062,TNBC,False,0.9595959595959596,0.6969696969696969,0.9292929292929294,0.9797979797979798,0.9494949494949496,1.0,0.9292929292929294,1.0,0.9696969696969696,0.9696969696969696,0.98989898989899,0.7373737373737373,0.9797979797979798,1.0,1.0,0.9797979797979798,0.9696969696969696,0.9595959595959596,1.0
ONCOGENIC_PKCA_DN.V1_UP,0.03308,ER+,False,0.12121212121212123,1.5,0.8636363636363635,0.7575757575757576,1.2121212121212122,1.2424242424242422,0.7272727272727272,0.6212121212121211,1.1666666666666667,1.181818181818182,1.0454545454545454,0.28787878787878785,1.2727272727272727,0.42424242424242425,0.7272727272727272,1.378787878787879,1.2424242424242422,0.9090909090909092,0.15151515151515152
ONCOGENIC_PRC1_BMI_UP.V1_DN,0.04439,ER+,False,0.03225806451612903,1.5806451612903225,0.9838709677419356,0.5161290322580645,0.8387096774193549,1.596774193548387,0.9677419354838708,0.5645161290322579,0.6290322580645161,1.161290322580645,0.8225806451612904,0.435483870967742,1.2580645161290325,0.9032258064516129,0.7419354838709677,0.5483870967741936,1.0806451612903227,1.1935483870967742,0.6612903225806451
ONCOGENIC_PRC1_BMI_UP.V1_UP,0.5361100000000001,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PRC2_EED_UP.V1_DN,0.93532,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_PRC2_EED_UP.V1_UP,0.08135,TNBC,False,1.625,0.075,0.825,0.425,0.7999999999999999,0.225,1.0,0.6,0.5499999999999999,0.7499999999999999,0.975,0.375,1.0,0.5,0.6,0.975,0.975,0.5,1.275
ONCOGENIC_PRC2_EZH2_UP.V1_DN,0.08842,ER+,False,0.2380952380952381,1.2857142857142858,1.1904761904761905,1.0,0.6190476190476191,2.0,1.380952380952381,0.1904761904761905,2.0,1.4761904761904765,0.9523809523809524,1.9523809523809523,0.8571428571428571,1.238095238095238,0.6666666666666667,1.6666666666666663,1.0476190476190477,2.2857142857142856,0.047619047619047616
ONCOGENIC_PRC2_EZH2_UP.V1_UP,0.24552,TNBC,False,41.0,0.0,0.5,3.5000000000000004,0.5,0.0,1.0,3.0,0.0,0.5,1.0,0.0,0.0,4.0,0.0,2.5,0.5,1.0,0.5
ONCOGENIC_PRC2_SUZ12_UP.V1_DN,0.01089,ER+,False,1.0786516853932584,0.5393258426966292,1.0674157303370786,0.8539325842696629,1.0674157303370786,1.1123595505617978,1.0,0.9550561797752808,1.0674157303370786,1.0449438202247192,1.1123595505617978,1.1011235955056178,1.0786516853932584,0.9325842696629212,0.8651685393258427,0.9887640449438202,1.0674157303370786,1.1235955056179776,0.8314606741573034
ONCOGENIC_PRC2_SUZ12_UP.V1_UP,0.69224,TNBC,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PTEN_DN.V1_DN,0.4367,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PTEN_DN.V1_UP,0.0642,ER+,False,0.225,1.7499999999999998,0.475,1.15,1.1,1.875,0.7000000000000001,0.125,0.475,1.0499999999999998,1.15,2.075,1.85,0.5249999999999999,1.4249999999999998,0.675,1.875,0.475,1.1
ONCOGENIC_PTEN_DN.V2_DN,0.42841999999999997,ER+,False,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_PTEN_DN.V2_UP,0.13078,TNBC,False,5.235294117647058,0.0,0.8823529411764705,0.5882352941176471,2.0,0.0,0.4705882352941176,0.5882352941176471,2.4705882352941173,0.4705882352941176,1.0588235294117645,0.05882352941176471,0.6470588235294117,1.1764705882352942,0.5294117647058822,0.7058823529411764,1.5882352941176472,1.7058823529411762,0.2352941176470588
ONCOGENIC_RAF_UP.V1_DN,0.22676,ER+,False,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
ONCOGENIC_RAF_UP.V1_UP,0.029589999999999998,TNBC,False,1.5384615384615383,0.015384615384615384,0.7230769230769231,1.3846153846153846,1.4769230769230768,0.04615384615384615,1.0923076923076922,1.492307692307692,0.9846153846153846,0.9692307692307692,1.0769230769230769,0.8307692307692308,0.32307692307692304,1.5230769230769232,0.6307692307692307,1.3230769230769228,1.3692307692307693,1.2769230769230768,1.3230769230769228
ONCOGENIC_RAPA_EARLY_UP.V1_DN,0.17902,TNBC,False,0.16666666666666669,0.0,0.8333333333333334,1.6666666666666667,0.8333333333333334,6.666666666666668,0.33333333333333337,0.16666666666666669,0.0,0.5,0.33333333333333337,2.166666666666667,0.16666666666666669,1.1666666666666667,0.8333333333333334,6.500000000000001,1.0,2.333333333333333,0.8333333333333334
ONCOGENIC_RAPA_EARLY_UP.V1_UP,0.66637,TNBC,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RB_DN.V1_DN,0.05699,TNBC,False,0.0,1.69811320754717,0.9056603773584904,1.1886792452830188,0.9056603773584904,1.8867924528301885,1.169811320754717,0.33962264150943394,0.7735849056603773,0.7924528301886792,0.6415094339622641,1.69811320754717,0.7169811320754716,1.2452830188679245,1.4716981132075468,0.7735849056603773,1.30188679245283,1.5471698113207546,0.2452830188679245
ONCOGENIC_RB_DN.V1_UP,0.39623,ER+,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RB_P107_DN.V1_DN,0.00095,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RB_P107_DN.V1_UP,0.09118,TNBC,False,0.0,4.6,1.2666666666666668,1.4,2.2,4.4,1.4,0.7333333333333334,0.8,1.2666666666666668,1.4666666666666668,3.666666666666667,0.5333333333333333,2.266666666666667,2.2,3.066666666666667,1.7333333333333334,0.6666666666666667,0.2
ONCOGENIC_RB_P130_DN.V1_DN,0.0,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RB_P130_DN.V1_UP,0.05803,ER+,False,0.9767441860465116,1.162790697674419,0.7906976744186047,0.8372093023255813,1.1162790697674418,0.5348837209302326,0.7441860465116279,0.41860465116279066,1.8139534883720927,1.3488372093023255,1.0697674418604652,0.41860465116279066,0.8372093023255813,1.162790697674419,0.32558139534883723,0.813953488372093,0.8372093023255813,1.0697674418604652,0.9302325581395351
ONCOGENIC_RELA_DN.V1_DN,0.2021,ER+,False,0.0,0.33333333333333337,0.6666666666666667,2.0,0.33333333333333337,4.666666666666667,0.6666666666666667,0.0,0.0,1.0,1.0,0.33333333333333337,0.6666666666666667,2.666666666666667,1.6666666666666667,2.666666666666667,4.0,0.0,0.6666666666666667
ONCOGENIC_RELA_DN.V1_UP,0.04785,TNBC,False,1.851851851851852,0.537037037037037,0.4814814814814815,0.7592592592592592,1.2592592592592593,0.0,1.3148148148148149,0.8518518518518519,1.2592592592592593,0.9074074074074072,0.9444444444444444,0.4814814814814815,0.7592592592592592,1.3703703703703702,0.5,0.5925925925925926,1.6666666666666663,0.9444444444444444,0.018518518518518517
ONCOGENIC_RPS14_DN.V1_DN,0.46973000000000004,ER+,False,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RPS14_DN.V1_UP,0.01132,TNBC,False,1.0638297872340423,0.3191489361702128,0.9787234042553192,1.0106382978723405,1.0319148936170213,0.6170212765957447,1.0106382978723405,1.0,0.9787234042553192,1.0212765957446808,1.0106382978723405,0.8191489361702128,0.6702127659574468,1.0425531914893618,0.8191489361702128,0.9361702127659576,1.0212765957446808,0.9680851063829788,0.8085106382978724
ONCOGENIC_SINGH_KRAS_DEPENDENCY_SIGNATURE,0.88912,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_SIRNA_EIF4GI_DN,0.00032,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_SIRNA_EIF4GI_UP,0.00028,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_SNF5_DN.V1_DN,0.06471,TNBC,False,1.1388888888888888,0.1388888888888889,0.8055555555555556,1.805555555555556,1.5833333333333333,1.027777777777778,1.5555555555555558,0.8333333333333334,1.2222222222222223,1.25,1.027777777777778,0.16666666666666666,0.4444444444444445,1.7777777777777781,0.4166666666666667,0.9722222222222222,1.5555555555555558,1.3888888888888888,2.0
ONCOGENIC_SNF5_DN.V1_UP,0.00414,TNBC,False,0.84,0.65,1.0,0.99,1.0,1.0,0.95,0.96,0.95,0.97,1.0,1.0,0.97,0.99,0.99,0.99,0.99,1.0,0.9
ONCOGENIC_SRC_UP.V1_DN,0.22199000000000002,ER+,False,0.0,0.33333333333333337,0.8333333333333334,0.16666666666666669,0.8333333333333334,6.333333333333334,0.5,0.5,2.0,0.5,0.33333333333333337,7.500000000000001,0.16666666666666669,0.0,0.0,2.0,0.6666666666666667,1.0,0.5
ONCOGENIC_SRC_UP.V1_UP,0.02278,ER+,False,0.8888888888888888,1.2222222222222219,1.0493827160493827,0.9506172839506172,0.9506172839506172,0.8024691358024691,1.074074074074074,0.7777777777777777,0.9753086419753086,1.1111111111111112,0.9135802469135802,0.8641975308641974,1.0,0.8024691358024691,0.9876543209876544,1.148148148148148,1.0987654320987654,0.9506172839506172,0.9629629629629628
ONCOGENIC_STK33_DN,0.9311,TNBC,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_STK33_NOMO_DN,0.5664100000000001,ER+,False,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_STK33_NOMO_UP,0.0034100000000000003,TNBC,False,1.0,1.0,1.0,1.0,1.0,0.7,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,0.99,1.0,1.0,1.0,0.97
ONCOGENIC_STK33_SKM_DN,0.97678,TNBC,False,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_STK33_SKM_UP,0.0024100000000000002,TNBC,False,1.0,1.0,0.98,1.0,1.0,0.73,1.0,1.0,1.0,1.0,1.0,0.98,0.99,0.99,0.94,1.0,1.0,1.0,0.89
ONCOGENIC_STK33_UP,0.00045999999999999996,TNBC,False,1.0,1.0,1.0,1.0,1.0,0.76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_TBK1.DF_DN,0.00486,TNBC,False,0.9292929292929294,1.0101010101010102,1.0,1.0101010101010102,1.0101010101010102,0.8787878787878788,1.0101010101010102,0.9696969696969696,0.9494949494949496,1.0101010101010102,1.0101010101010102,0.8585858585858586,1.0101010101010102,0.98989898989899,1.0101010101010102,1.0,1.0101010101010102,0.98989898989899,0.98989898989899
ONCOGENIC_TBK1.DF_UP,0.04326,TNBC,False,1.546875,0.234375,0.828125,1.3125,1.296875,0.140625,0.703125,0.5625,0.390625,0.75,1.015625,0.3125,0.9375,0.921875,0.625,1.171875,1.28125,0.46875,1.390625
ONCOGENIC_TBK1.DN.48HRS_DN,0.0018,TNBC,True,1.020408163265306,0.9387755102040816,1.010204081632653,1.020408163265306,1.020408163265306,0.9897959183673468,0.9693877551020408,1.020408163265306,0.9285714285714286,1.0,1.010204081632653,0.9591836734693876,1.0,0.9387755102040816,1.020408163265306,1.020408163265306,1.020408163265306,1.020408163265306,1.020408163265306
ONCOGENIC_TBK1.DN.48HRS_UP,0.47615,TNBC,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
ONCOGENIC_TGFB_UP.V1_DN,0.04508,ER+,False,0.0,1.3770491803278688,0.5901639344262295,1.147540983606557,0.5245901639344263,1.639344262295082,0.819672131147541,0.8852459016393444,1.1639344262295082,0.7868852459016393,0.5409836065573771,1.5901639344262295,0.9344262295081966,0.918032786885246,0.9836065573770492,0.4426229508196722,0.8524590163934427,0.2295081967213115,1.4098360655737705
ONCOGENIC_TGFB_UP.V1_UP,0.15113,TNBC,False,5.571428571428571,6.999999999999999,0.857142857142857,3.2857142857142856,1.4285714285714286,0.0,0.2857142857142857,1.857142857142857,0.7142857142857143,0.4285714285714285,1.5714285714285714,0.4285714285714285,0.2857142857142857,1.4285714285714286,0.14285714285714285,6.142857142857142,2.142857142857143,2.0,1.1428571428571428
ONCOGENIC_VEGF_A_UP.V1_DN,0.0015,TNBC,True,1.0,1.0,0.99,0.99,1.0,1.0,1.0,1.0,0.99,0.99,0.98,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_VEGF_A_UP.V1_UP,0.33214,TNBC,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
ONCOGENIC_WNT_UP.V1_DN,0.67113,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_WNT_UP.V1_UP,0.35147,TNBC,False,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
ONCOGENIC_YAP1_DN,0.5644399999999999,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_YAP1_UP,0.052539999999999996,TNBC,False,1.3035714285714284,1.0357142857142856,0.7857142857142857,0.9107142857142856,1.375,0.25,0.5714285714285714,0.732142857142857,0.3035714285714285,0.9285714285714284,0.8214285714285714,0.10714285714285712,0.6428571428571428,0.8749999999999999,0.8392857142857142,0.9107142857142856,1.6964285714285712,0.5357142857142857,0.05357142857142856
