,beanie_pval,direction,robust,excluded_BRCA_4,excluded_BRCA_39,excluded_BRCA_14,excluded_BRCA_11,excluded_BRCA_32,excluded_BRCA_21,excluded_BRCA_22,excluded_BRCA_17,excluded_BRCA_19,excluded_BRCA_0,excluded_BRCA_9,excluded_BRCA_30,excluded_BRCA_23,excluded_BRCA_16,excluded_BRCA_6,excluded_BRCA_7
ONCOGENIC_RB_P130_DN.V1_DN,0.10048,treatment_naive,False,0.0,3.88,0.16,4.0,0.08,4.0,0.32,3.32,1.88,0.0,0.84,0.16,2.32,3.76,1.88,0.28
ONCOGENIC_RB_P130_DN.V1_UP,0.51408,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RELA_DN.V1_DN,0.8181,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RELA_DN.V1_UP,0.9801,treatment_naive,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RPS14_DN.V1_DN,0.44593999999999995,treatment_naive,False,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
ONCOGENIC_RPS14_DN.V1_UP,0.94219,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_SINGH_KRAS_DEPENDENCY_SIGNATURE,0.59605,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_SIRNA_EIF4GI_DN,0.44896,treatment_naive,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_SIRNA_EIF4GI_UP,0.56416,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_SNF5_DN.V1_DN,0.88684,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_SNF5_DN.V1_UP,0.00023999999999999998,treatment_naive,True,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,0.98
ONCOGENIC_SRC_UP.V1_DN,0.30858,treatment_naive,False,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_SRC_UP.V1_UP,0.25066,treatment_naive,False,13.75,0.0,0.0,0.0,16.75,0.25,6.25,0.0,0.0,12.5,0.0,0.0,16.0,0.0,0.0,3.0
ONCOGENIC_STK33_DN,0.03782,treatment_naive,False,6.769230769230768,4.076923076923077,4.3076923076923075,5.538461538461538,0.15384615384615385,5.0769230769230775,0.07692307692307693,6.538461538461537,0.07692307692307693,0.0,0.15384615384615385,0.0,4.076923076923077,5.307692307692308,0.07692307692307693,4.538461538461538
ONCOGENIC_STK33_NOMO_DN,0.31955,treatment_naive,False,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_STK33_NOMO_UP,0.12782000000000002,treatment_naive,False,0.0,1.2222222222222223,2.0,0.3333333333333333,0.5555555555555556,11.0,0.0,10.111111111111112,0.0,2.2222222222222223,0.0,0.0,2.333333333333333,0.0,3.5555555555555562,0.0
ONCOGENIC_STK33_SKM_DN,0.1702,treatment_naive,False,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
ONCOGENIC_STK33_SKM_UP,0.54092,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_STK33_UP,0.52236,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
ONCOGENIC_TBK1.DF_DN,0.08942,treatment_naive,False,0.18181818181818185,0.31818181818181823,3.4090909090909087,2.090909090909091,0.5,4.5,0.0,4.454545454545454,0.045454545454545456,0.0,0.7727272727272728,0.0,2.6818181818181817,4.181818181818182,0.2727272727272727,0.8636363636363636
ONCOGENIC_TBK1.DF_UP,0.1891,treatment_naive,False,2.333333333333333,1.3333333333333337,0.33333333333333337,0.0,2.666666666666667,17.666666666666668,0.0,5.666666666666668,0.0,1.3333333333333337,0.0,0.0,1.0,1.0,3.0,0.0
ONCOGENIC_TBK1.DN.48HRS_DN,0.8484799999999999,anti_PD1,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_TBK1.DN.48HRS_UP,0.5309,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_TGFB_UP.V1_DN,0.97346,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_TGFB_UP.V1_UP,0.9008200000000001,anti_PD1,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
ONCOGENIC_VEGF_A_UP.V1_DN,0.11157,treatment_naive,False,0.8125,0.125,2.5625,5.5625,0.6875,6.25,0.4375000000000001,0.8125,0.3125,0.0,0.0625,0.0,2.6875,5.0,1.4375,1.5
ONCOGENIC_VEGF_A_UP.V1_UP,0.09012,treatment_naive,False,1.0,1.4210526315789471,1.0526315789473684,0.0,2.947368421052632,0.7894736842105263,0.736842105263158,5.052631578947368,3.210526315789473,2.421052631578948,0.5263157894736842,0.0,4.2631578947368425,1.5789473684210529,0.368421052631579,0.5263157894736842
ONCOGENIC_WNT_UP.V1_DN,0.050089999999999996,treatment_naive,False,1.225,0.45,0.5,1.1,1.475,2.475,1.325,1.2,0.15,1.6,0.65,0.0,2.125,0.5249999999999999,1.325,0.1
ONCOGENIC_WNT_UP.V1_UP,0.11438,anti_PD1,False,11.749999999999998,2.25,2.5,10.5,0.0,0.0,3.25,0.0,6.0,2.5,13.75,0.0,7.000000000000001,2.75,0.0,2.25
ONCOGENIC_YAP1_DN,0.2976,treatment_naive,False,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
ONCOGENIC_YAP1_UP,0.53096,treatment_naive,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
