,beanie_pval,direction,robust,excluded_BRCA_41,excluded_BRCA_12,excluded_BRCA_40,excluded_BRCA_21,excluded_BRCA_17,excluded_BRCA_36,excluded_BRCA_1,excluded_BRCA_42,excluded_BRCA_15,excluded_BRCA_50,excluded_BRCA_51,excluded_BRCA_5,excluded_BRCA_27,excluded_BRCA_31,excluded_BRCA_34,excluded_BRCA_29,excluded_BRCA_45
ONCOGENIC_PTEN_DN.V2_DN,0.8494,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_PTEN_DN.V2_UP,0.07126,TNBC,False,1.0294117647058822,0.411764705882353,0.9411764705882352,0.5882352941176471,0.1764705882352941,0.3529411764705882,0.8529411764705881,1.2058823529411764,0.9705882352941176,1.0294117647058822,0.823529411764706,0.823529411764706,1.647058823529412,0.411764705882353,1.5588235294117647,1.1470588235294117,2.5
ONCOGENIC_RAF_UP.V1_DN,0.14422000000000001,TNBC,False,1.4285714285714286,0.2857142857142857,0.5,7.142857142857142,0.07142857142857142,0.2857142857142857,0.7857142857142857,0.0,0.2857142857142857,1.2857142857142856,0.35714285714285715,0.5,0.6428571428571428,0.0,0.21428571428571425,0.7857142857142857,6.785714285714286
ONCOGENIC_RAF_UP.V1_UP,0.00013000000000000002,TNBC,True,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RAPA_EARLY_UP.V1_DN,0.9641799999999999,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RAPA_EARLY_UP.V1_UP,0.03603,TNBC,False,0.9733333333333332,1.2666666666666666,0.84,0.2533333333333333,0.9733333333333332,0.4133333333333333,1.12,0.7866666666666666,0.84,1.08,0.7333333333333334,0.7999999999999999,0.9733333333333332,0.5599999999999999,0.84,0.7599999999999999,1.3333333333333333
ONCOGENIC_RB_DN.V1_DN,0.05739,ER+,False,1.0535714285714284,0.5892857142857143,0.7857142857142857,0.9464285714285714,1.2678571428571426,0.8392857142857142,1.1428571428571428,0.9107142857142856,1.5178571428571426,0.9464285714285714,0.6249999999999999,1.5357142857142856,0.7142857142857143,0.6428571428571428,0.8749999999999999,0.8035714285714285,0.5178571428571428
ONCOGENIC_RB_DN.V1_UP,0.32461,ER+,False,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
ONCOGENIC_RB_P107_DN.V1_DN,0.13755,TNBC,False,0.5,1.9166666666666667,1.6666666666666667,0.08333333333333334,1.5833333333333337,0.6666666666666667,0.75,2.5,0.8333333333333334,1.0833333333333337,0.8333333333333334,0.6666666666666667,0.5,0.5833333333333334,2.0,0.75,2.166666666666667
ONCOGENIC_RB_P107_DN.V1_UP,0.53269,ER+,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_RB_P130_DN.V1_DN,0.19804000000000002,TNBC,False,8.0,7.000000000000001,15.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,6.0,0.0,3.0,4.0,11.0,4.0,33.0
ONCOGENIC_RB_P130_DN.V1_UP,0.09537000000000001,ER+,False,0.44,1.24,0.48,0.08,0.72,0.84,1.0,0.28,3.24,1.08,0.56,0.88,0.72,0.48,0.44,0.8,3.24
ONCOGENIC_RELA_DN.V1_DN,0.48499,ER+,False,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ONCOGENIC_RELA_DN.V1_UP,0.37378,TNBC,False,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
ONCOGENIC_RPS14_DN.V1_DN,0.58228,ER+,False,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_RPS14_DN.V1_UP,0.03676,TNBC,False,1.5,1.2884615384615383,1.2307692307692308,0.019230769230769232,1.7884615384615383,0.8269230769230769,1.2307692307692308,1.5769230769230769,0.9423076923076924,1.5,1.2115384615384617,0.28846153846153844,1.6538461538461535,0.8846153846153846,1.4230769230769231,0.8461538461538461,1.7884615384615383
ONCOGENIC_SINGH_KRAS_DEPENDENCY_SIGNATURE,0.0438,TNBC,False,0.5970149253731343,1.2835820895522387,0.7761194029850746,1.4626865671641789,0.02985074626865672,0.626865671641791,0.7313432835820894,0.8358208955223881,0.8656716417910446,1.0597014925373134,0.7910447761194029,0.7164179104477612,0.9850746268656716,0.5373134328358209,0.9402985074626864,1.253731343283582,1.4925373134328357
ONCOGENIC_SIRNA_EIF4GI_DN,0.1699,TNBC,False,2.666666666666667,4.333333333333334,4.0,1.0,0.6666666666666667,1.0,1.0,8.0,0.33333333333333337,6.333333333333334,1.6666666666666667,5.0,2.666666666666667,2.333333333333333,4.0,2.333333333333333,1.3333333333333337
ONCOGENIC_SIRNA_EIF4GI_UP,0.21019000000000002,TNBC,False,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ONCOGENIC_SNF5_DN.V1_DN,0.30512,TNBC,False,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
ONCOGENIC_SNF5_DN.V1_UP,0.93196,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_SRC_UP.V1_DN,0.44743999999999995,ER+,False,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
ONCOGENIC_SRC_UP.V1_UP,0.028610000000000003,ER+,False,0.9493670886075948,0.8607594936708861,0.9493670886075948,0.9367088607594936,0.7848101265822784,1.0759493670886076,0.8227848101265822,0.6455696202531646,1.0506329113924051,0.8860759493670886,0.9113924050632912,1.0632911392405062,0.9367088607594936,0.9873417721518988,0.8987341772151898,1.0506329113924051,1.1518987341772151
ONCOGENIC_STK33_DN,0.0208,TNBC,False,1.0,1.0449438202247192,0.8988764044943821,0.7865168539325842,0.7303370786516854,1.0674157303370786,0.9550561797752808,0.9887640449438202,0.6741573033707865,1.0224719101123596,0.9775280898876404,0.8764044943820225,0.9887640449438202,0.8988764044943821,0.9325842696629212,0.9550561797752808,1.0449438202247192
ONCOGENIC_STK33_NOMO_DN,0.00264,TNBC,True,1.0101010101010102,1.0101010101010102,1.0,1.0,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0,1.0,0.9797979797979798,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0101010101010102,0.98989898989899
ONCOGENIC_STK33_NOMO_UP,0.00307,TNBC,True,1.0,1.0,1.0,0.99,0.97,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0
ONCOGENIC_STK33_SKM_DN,0.00927,TNBC,True,1.0101010101010102,1.0,1.0,0.9797979797979798,1.0101010101010102,1.0101010101010102,1.0101010101010102,1.0,1.0101010101010102,1.0101010101010102,0.98989898989899,0.9797979797979798,1.0101010101010102,0.9797979797979798,1.0,1.0,0.98989898989899
ONCOGENIC_STK33_SKM_UP,0.13376,TNBC,False,5.0,1.7999999999999998,1.4,1.6,0.0,0.6,0.7999999999999999,0.6,0.6,2.2,2.8000000000000003,1.4,2.4,0.0,6.199999999999998,1.0,19.2
ONCOGENIC_STK33_UP,0.00293,TNBC,False,0.99,0.99,1.0,1.0,0.76,1.0,0.98,0.99,0.99,1.0,0.99,1.0,1.0,0.95,1.0,1.0,1.0
ONCOGENIC_TBK1.DF_DN,7e-05,TNBC,False,1.0,1.0,1.0,1.0,0.67,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_TBK1.DF_UP,0.0073,TNBC,False,1.0,1.0,1.0101010101010102,1.0101010101010102,0.7272727272727273,1.0,0.9595959595959596,1.0101010101010102,0.9696969696969696,0.98989898989899,1.0,1.0,1.0101010101010102,0.9595959595959596,1.0101010101010102,0.9595959595959596,1.0101010101010102
ONCOGENIC_TBK1.DN.48HRS_DN,0.33576,TNBC,False,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
ONCOGENIC_TBK1.DN.48HRS_UP,0.6275,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_TGFB_UP.V1_DN,0.69222,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_TGFB_UP.V1_UP,0.2056,TNBC,False,3.25,3.25,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.0,0.25,2.0,3.25,0.25,5.25,1.7500000000000002,9.5
ONCOGENIC_VEGF_A_UP.V1_DN,0.00056,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_VEGF_A_UP.V1_UP,0.09752000000000001,ER+,False,0.3548387096774194,0.8387096774193549,0.4838709677419354,0.5483870967741936,0.3548387096774194,1.2258064516129032,0.7741935483870968,0.7741935483870968,1.870967741935484,0.935483870967742,0.4516129032258065,1.0645161290322582,0.22580645161290325,0.3225806451612904,0.29032258064516125,0.7741935483870968,2.548387096774193
ONCOGENIC_WNT_UP.V1_DN,0.8941100000000001,TNBC,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_WNT_UP.V1_UP,0.9171600000000001,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_YAP1_DN,0.8579700000000001,ER+,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ONCOGENIC_YAP1_UP,0.1936,TNBC,False,3.0,3.0,2.0,7.000000000000001,0.0,1.0,1.5,1.0,0.0,2.5,3.0,1.5,3.5000000000000004,4.0,12.0,0.5,0.0
